Title,TomatometerScore,AudienceScore,Rating,Genre,Director,R. Date (Theaters),R. Date (Streaming),Runtime
Bobby Fischer Against The World,88.0,86.0,NR,documentary,LizGarbus,,2016-11-30,92.0
Kidnapped,44.0,49.0,NR,horror,MiguelÁngelVivas,,2017-04-01,85.0
Jig,63.0,71.0,PG,documentary,SueBourne,2011-06-17,2016-08-10,93.0
5 Days Of War,34.0,36.0,R,drama,RennyHarlin,2011-08-19,2017-03-14,112.0
Guilty Of Romance,67.0,60.0,NR,drama,ShionSono,,2019-04-25,144.0
Seven Days In Utopia,21.0,67.0,G,drama,MatthewDeanRussell,2011-09-02,2016-11-18,96.0
The Love We Make,82.0,58.0,NR,documentary,"AlbertMaysles,BradleyKaplan",,2019-11-01,94.0
Chillerama,33.0,44.0,NR,action,"AdamGreen,JoeLynch,AdamRifkin,TimSullivan",,2017-02-07,120.0
Surrogate Valentine,60.0,57.0,NR,comedy,DaveBoyle,,2020-05-10,76.0
A Better Tomorrow,93.0,90.0,NR,crime,JohnWoo,1986-01-01,2016-03-09,91.0
Never Apologize: A Personal Visit With Lindsay Anderson,67.0,58.0,NR,documentary,MikeKaplan,,2014-02-01,111.0
13,8.0,34.0,R,action,GelaBabluani,2011-10-28,2017-03-14,97.0
Harry Potter And The Deathly Hallows - Part 2,96.0,89.0,PG-13,fantasy,DavidYates,2011-07-15,2014-07-24,131.0
Sleep Furiously.,71.0,67.0,NR,documentary,GideonKoppel,,2011-11-15,94.0
Main Street,13.0,11.0,PG,drama,JohnDoyle,2011-09-09,2016-03-06,92.0
Saint Misbehavin': The Wavy Gravy Movie,73.0,88.0,NR,documentary,MichelleEsrick,,2017-03-17,87.0
Turtle: The Incredible Journey,71.0,77.0,G,documentary,NickStringer,2011-06-24,2017-03-08,81.0
Fading Of The Cries,0.0,39.0,NR,horror,BrianA.Metcalf,2011-07-08,2016-11-18,89.0
Putty Hill,74.0,53.0,NR,drama,MattPorterfield,2011-02-18,2017-03-02,87.0
Atlas Shrugged: Part I,12.0,69.0,PG-13,drama,PaulJohansson,2011-04-22,2015-11-25,102.0
The Devil's Double,54.0,64.0,R,biography,LeeTamahori,2011-07-29,2013-07-02,109.0
Spy Kids: All The Time In The World In 4D,22.0,37.0,PG,action,RobertRodriguez,2011-08-19,2016-08-10,89.0
The Change-Up,25.0,47.0,R,comedy,DavidDobkin,2011-08-05,2015-01-01,112.0
Larry Crowne,37.0,41.0,PG-13,romance,TomHanks,2011-07-01,2014-02-12,98.0
The Tree,72.0,53.0,NR,drama,JulieBertuccelli,2011-07-15,2017-03-11,100.0
The Family Tree,10.0,24.0,R,drama,ViviFriedman,2011-08-26,2016-08-10,95.0
Beginners,85.0,77.0,R,drama,MikeMills,2011-06-03,2014-02-12,105.0
Sarah's Key,72.0,82.0,PG-13,drama,GillesPaquet-Brenner,2011-07-22,2017-04-01,111.0
La Belle Endormie (The Sleeping Beauty),74.0,,NR,drama,CatherineBreillat,2011-07-08,2016-03-03,82.0
Trigger,88.0,64.0,NR,drama,BruceMcDonald,,2012-11-23,83.0
Zenith,55.0,39.0,NR,scifi,VladanNikolic,,2016-11-01,93.0
Griff The Invisible,63.0,52.0,PG-13,drama,LeonFord,2011-08-19,2017-03-11,93.0
11-11-11,7.0,17.0,PG-13,horror,DarrenBousman,2011-11-11,2016-02-18,82.0
These Amazing Shadows,75.0,85.0,NR,documentary,"PaulMariano,KurtNorton",,2017-01-15,86.0
Bellflower,73.0,63.0,R,drama,EvanGlodell,2011-08-05,2017-03-08,105.0
What Women Want,0.0,29.0,NR,comedy,DamingChen,,2017-01-19,116.0
Flypaper,17.0,42.0,NR,crime,RobMinkoff,2011-08-19,2016-11-30,84.0
God Bless Ozzy Osbourne,67.0,80.0,NR,documentary,"MikeFleiss,MikePiscitelli",,2017-03-27,91.0
Becoming Santa,80.0,76.0,NR,other,JeffMyers,,2012-12-26,97.0
The Warring States (Zhan Guo),40.0,44.0,NR,history,ChenJin,,2016-11-09,125.0
Pearl Jam Twenty,68.0,89.0,NR,music,CameronCrowe,2011-09-20,2017-01-03,119.0
No Blade Of Grass,40.0,41.0,R,scifi,CornelWilde,,2017-02-10,97.0
PT 109,64.0,53.0,NR,biography,LeslieH.Martinson,,2016-02-04,140.0
The Last Run,40.0,43.0,PG,crime,RichardFleischer,,2016-03-06,100.0
Captain America: The First Avenger,80.0,74.0,PG-13,adventure,JoeJohnston,2011-07-22,2015-11-23,124.0
Bunraku,17.0,49.0,R,fantasy,GuyMoshe,,2016-11-18,121.0
An Invisible Sign,0.0,33.0,PG-13,drama,MarilynAgrelo,2011-05-06,2017-01-01,96.0
Cars 2,39.0,49.0,G,adventure,JohnLasseter,2011-06-24,2015-11-23,107.0
The Topp Twins: Untouchable Girls,89.0,91.0,NR,music,LeannePooley,,2015-09-11,84.0
City Of Life And Death,92.0,86.0,NR,history,ChuanLu,,2020-04-17,133.0
A Little Help,41.0,30.0,R,drama,MichaelJ.Weithorn,2011-07-22,2016-08-24,109.0
Father Of Invention,0.0,27.0,PG-13,comedy,TrentCooper,2011-10-14,2017-03-28,94.0
The People Vs. George Lucas,72.0,69.0,NR,documentary,AlexandreO.Philippe,,2017-01-07,93.0
Night Watch,38.0,60.0,PG,mysteryandthriller,BrianG.Hutton,,2016-04-01,105.0
Rejoice & Shout,76.0,58.0,PG,documentary,DonMcGlynn,2011-06-03,2016-12-13,115.0
Winnie The Pooh,91.0,80.0,G,adventure,"StephenJ.Anderson,DonHall",2011-07-15,2015-11-23,69.0
"Crazy, Stupid, Love.",79.0,78.0,PG-13,romance,"GlennFicarra,JohnRequa",2011-07-29,2016-04-13,118.0
Attack The Block,90.0,75.0,R,scifi,JoeCornish,2011-07-29,2014-03-09,88.0
Water For Elephants,60.0,70.0,PG-13,drama,FrancisLawrence,2011-04-22,2016-10-01,121.0
Snow Flower And The Secret Fan,21.0,47.0,PG-13,history,WayneWang,2011-07-15,2015-11-25,103.0
Trespass,9.0,22.0,R,mysteryandthriller,JoelSchumacher,2011-10-14,2016-12-05,90.0
Tabloid,92.0,72.0,R,documentary,ErrolMorris,2011-07-15,2016-07-01,88.0
Twelve Thirty,17.0,17.0,NR,drama,JeffLipsky,,2016-11-30,120.0
The Human Resources Manager,75.0,62.0,NR,drama,EranRiklis,2011-03-04,2016-11-18,103.0
The Last Mountain,81.0,83.0,PG,documentary,BillHaney,2011-06-03,2017-03-23,95.0
Shaolin,74.0,71.0,R,action,BennyChanChi-Shun,2011-09-09,2015-05-06,131.0
Magic Trip,72.0,62.0,R,documentary,"AlexGibney,AlisonEllwood",2011-08-05,2016-10-04,90.0
Grave Encounters,67.0,49.0,NR,horror,"ColinMinihan,StuartOrtiz",,2016-08-10,92.0
Talihina Sky: The Story Of Kings Of Leon,57.0,68.0,NR,documentary,StephenC.Mitchell,,2017-01-20,87.0
The Perfect Age Of Rock 'n' Roll,0.0,50.0,R,drama,ScottD.Rosenbaum,2011-08-05,2016-08-10,92.0
Page Eight,93.0,64.0,NR,drama,DavidHare,,2017-10-12,100.0
The Reunion,8.0,33.0,PG-13,action,MichaelPavone,2011-10-21,2016-08-10,96.0
Green Lantern,26.0,45.0,PG-13,adventure,MartinCampbell,2011-06-17,2013-11-15,114.0
Severe Clear,78.0,75.0,NR,documentary,KristianFraga,,2016-01-04,93.0
The Tree Of Life,85.0,60.0,PG-13,drama,TerrenceMalick,2011-05-27,2015-11-25,138.0
Mr. Nice,53.0,44.0,NR,biography,BernardRose,2011-06-03,2016-08-18,121.0
Zookeeper,14.0,41.0,PG,fantasy,FrankCoraci,2011-07-08,2013-02-05,101.0
The Shock Doctrine,58.0,64.0,NR,documentary,"MichaelWinterbottom,MatWhitecross",,2017-03-31,85.0
Baarìa,55.0,50.0,NR,history,GiuseppeTornatore,,2016-08-10,150.0
Pirates Of The Caribbean: On Stranger Tides,33.0,54.0,PG-13,action,RobMarshall,2011-05-20,2015-08-07,136.0
Howling: Reborn,20.0,20.0,R,horror,JoeNimziki,,2017-03-02,92.0
Bad Teacher,44.0,36.0,R,comedy,JakeKasdan,2011-06-24,2013-05-07,92.0
Red State,60.0,54.0,R,horror,KevinSmith,2011-10-19,2012-04-01,89.0
Leap Year (Año Bisiesto),92.0,56.0,NR,drama,MichaelRowe,2011-06-24,2017-01-25,94.0
Horrible Bosses,69.0,70.0,R,comedy,SethGordon,2011-07-08,2014-02-15,98.0
A Better Life,85.0,79.0,PG-13,crime,ChrisWeitz,2011-06-24,2016-10-12,98.0
Monte Carlo,40.0,49.0,PG,romance,ThomasBezucha,2011-07-01,2015-11-25,108.0
La Princesse De Montpensier (The Princess Of Montpensier),85.0,54.0,NR,action,BertrandTavernier,2011-04-15,2017-04-01,139.0
Armadillo,91.0,81.0,NR,war,JanusMetz,2011-04-15,2016-08-10,100.0
The Last Circus,77.0,64.0,R,drama,AlexdelaIglesia,2011-08-12,2016-08-10,107.0
The Robber,79.0,66.0,NR,biography,BenjaminHeisenberg,,2017-01-01,90.0
Fire In Babylon,91.0,87.0,NR,documentary,StevanRiley,,2016-08-10,83.0
Satan Hates You,33.0,0.0,NR,horror,JamesFelixMcKenney,,2017-01-26,94.0
Le Nom Des Gens (The Names Of Love),72.0,78.0,R,romance,MichelLeclerc,2011-07-15,2016-06-22,84.0
Page One: Inside The New York Times,78.0,75.0,R,documentary,AndrewRossi,2011-06-17,2016-08-10,88.0
Terri,87.0,60.0,R,drama,AzazelJacobs,2011-07-01,2016-04-03,105.0
When Harry Tries To Marry,13.0,41.0,PG-13,romance,NayanPadrai,2010-04-22,2017-06-04,93.0
Turkey Bowl,70.0,41.0,NR,comedy,KyleSmith,,2016-08-10,64.0
Atrocious,56.0,29.0,R,horror,FernandoBarredaLuna,2011-08-17,2017-03-18,75.0
Faces In The Crowd,0.0,34.0,R,horror,JulianMagnat,,2017-05-22,102.0
Batman: Year One,88.0,79.0,PG-13,adventure,"SamLiu,LaurenMontgomery",,2011-10-18,64.0
Magic Beyond Words: The JK Rowling Story,33.0,58.0,NR,biography,PaulA.Kaufman,,2016-08-20,90.0
Beats Rhymes & Life: The Travels Of A Tribe Called Quest,90.0,90.0,R,documentary,MichaelRapaport,2011-07-08,2013-09-03,97.0
Amazing Grace And Chuck,38.0,70.0,PG,drama,MikeNewell,,2013-07-30,116.0
The Phantom Carriage,100.0,90.0,NR,horror,VictorSjöström,,2016-10-31,93.0
Lost Horizon,20.0,45.0,G,musical,CharlesJarrott,,2015-12-18,143.0
Bride Flight,67.0,75.0,R,drama,BenSombogaart,2011-06-03,2016-08-10,130.0
Scream 4,60.0,55.0,R,horror,WesCraven,2011-04-15,2017-04-01,112.0
Today's Special,81.0,72.0,R,comedy,DavidKaplan,,2016-12-05,99.0
Beijing Taxi,80.0,,NR,documentary,MiaoWang,,2016-08-10,79.0
Cherry,64.0,67.0,R,drama,JeffreyFine,,2017-11-27,99.0
Fast Five,77.0,83.0,PG-13,action,JustinLin,2011-04-29,2015-01-01,130.0
Submarine,88.0,82.0,R,drama,RichardAyoade,2011-06-03,2017-04-01,97.0
African Cats,73.0,77.0,G,documentary,"KeithScholey,AlastairFothergill",2011-04-22,2016-04-28,90.0
Beautiful Boy,70.0,56.0,R,drama,ShawnKu,2011-06-03,2017-03-16,100.0
Good Neighbors,67.0,35.0,R,crime,JacobTierney,2011-07-29,2016-11-01,98.0
Yves Saint Laurent - L'amour Fou,62.0,56.0,NR,documentary,DavidTeboul,2002-01-22,,85.0
Viva Riva!,86.0,52.0,R,drama,DjoMunga,2011-06-10,2016-03-22,96.0
Zindagi Na Milegi Dobara,92.0,86.0,NR,adventure,ZoyaAkhtar,,2016-11-30,155.0
Transformers: Dark Of The Moon,35.0,55.0,PG-13,adventure,MichaelBay,2011-06-29,2014-06-06,154.0
"The Butcher, The Chef And The Swordsman",46.0,40.0,PG-13,action,Wuershan,,2013-04-01,95.0
The Ledge,14.0,48.0,R,drama,MatthewChapman,2011-07-08,2016-11-30,101.0
Buck,90.0,89.0,PG,documentary,CindyMeehl,2011-06-17,2016-02-21,88.0
Septien,56.0,43.0,NR,drama,MichaelTully,2011-07-06,2017-04-10,79.0
Angel Of Evil,52.0,49.0,R,biography,MichelePlacido,,2015-11-25,125.0
Judy Moody And The NOT Bummer Summer,21.0,41.0,PG,adventure,JohnSchultz,2011-06-10,2015-11-28,87.0
The Trip,89.0,70.0,NR,comedy,MichaelWinterbottom,2011-06-10,2015-11-12,109.0
Dum Maaro Dum,50.0,43.0,R,mysteryandthriller,RohanSippy,2011-04-22,2017-01-25,
The Bleeding House,40.0,25.0,NR,horror,PhilipGelatt,,2016-03-27,95.0
World Of The Dead: The Zombie Diaries 2,0.0,18.0,R,horror,"MichaelBartlett,KevinGates",,2017-03-21,88.0
Ready,30.0,47.0,NR,action,AneesBazmee,,2016-11-17,145.0
The Undefeated,0.0,38.0,PG-13,documentary,StephenK.Bannon,2011-07-15,2016-11-18,110.0
Phase 7,80.0,49.0,R,horror,NicolasGoldbart,2011-07-13,2017-03-23,95.0
Carlos,93.0,85.0,NR,biography,OlivierAssayas,2010-10-15,2017-02-17,150.0
Thor,77.0,76.0,PG-13,fantasy,KennethBranagh,2011-05-06,2015-11-23,113.0
True Adolescents,75.0,53.0,NR,comedy,CraigJohnson,,2017-03-08,88.0
The 5th Quarter,57.0,62.0,PG-13,drama,RickBieber,2011-03-25,2015-11-25,98.0
Bran Nue Dae,56.0,52.0,PG-13,musical,RachelPerkins,2010-09-10,2013-04-01,88.0
True Legend,64.0,55.0,R,action,Woo-PingYuen,2011-05-13,2016-08-10,115.0
Hesher,55.0,61.0,R,drama,SpencerSusser,2011-05-13,2015-12-06,100.0
The Perfect Host,45.0,55.0,R,mysteryandthriller,NickTomnay,2011-07-01,2016-08-10,94.0
Skateland,47.0,36.0,PG-13,drama,AnthonyBurns,2011-05-13,2016-08-10,96.0
Bridesmaids,90.0,76.0,R,comedy,PaulFeig,2011-05-13,2013-03-01,125.0
Carbon Nation,40.0,76.0,NR,documentary,PeterByck,2011-02-11,2017-06-21,82.0
The Four Times (Le Quattro Volte),93.0,75.0,NR,drama,MichelangeloFrammartino,,2016-07-01,88.0
X-Men: First Class,86.0,87.0,PG-13,scifi,MatthewVaughn,2011-06-03,2015-11-25,126.0
Hanna,71.0,66.0,PG-13,adventure,JoeWright,2011-04-08,2014-02-12,111.0
Incendies,93.0,92.0,R,drama,DenisVilleneuve,2011-04-22,2014-06-10,130.0
Nostalgia For The Light,100.0,84.0,NR,drama,PatricioGuzmán,,2016-05-10,90.0
Chalet Girl,77.0,53.0,R,comedy,PhilTraill,2011-10-14,2017-03-30,96.0
Vidal Sassoon: The Movie,60.0,56.0,PG,documentary,CraigTeper,2011-02-11,2016-11-17,90.0
Forks Over Knives,59.0,79.0,PG,documentary,LeeFulkerson,2011-05-06,2016-12-05,96.0
The Strange Case Of Angelica,85.0,44.0,NR,fantasy,ManoeldeOliveira,2010-12-29,2016-11-18,97.0
Everything Must Go,73.0,53.0,R,drama,DanRush,2011-05-13,2013-08-06,97.0
Bill Cunningham New York,99.0,92.0,NR,documentary,RichardPress,2011-03-16,2016-12-21,84.0
Prom,36.0,39.0,PG,drama,JoeNussbaum,2011-04-29,2015-12-13,103.0
A Horrible Way To Die,60.0,35.0,R,horror,AdamWingard,,2017-03-14,85.0
The Arbor,96.0,74.0,NR,drama,ClioBarnard,2011-04-27,2016-02-18,94.0
We Are The Night,63.0,52.0,NR,horror,DennisGansel,2011-05-27,2017-04-10,100.0
Make Believe,85.0,74.0,NR,documentary,J.ClayTweel,,2016-04-20,89.0
Circo,92.0,80.0,NR,documentary,AaronSchock,2011-04-01,2016-09-01,75.0
Rebirth,92.0,79.0,NR,documentary,JamesWhitaker,2011-08-26,2017-03-08,104.0
35 And Ticking,80.0,55.0,R,romance,RussParr,2011-05-20,2016-09-27,90.0
Conan O'Brien Can't Stop,82.0,68.0,R,documentary,RodmanFlender,2011-06-24,2016-09-06,89.0
Love Wedding Marriage,0.0,28.0,PG-13,comedy,DermotMulroney,2011-06-03,2016-11-30,90.0
Nola,0.0,44.0,PG-13,romance,AlanHruska,,2017-03-02,97.0
Secret Sunshine,94.0,79.0,NR,drama,Chang-dongLee,,2017-04-10,142.0
Priest,15.0,46.0,PG-13,fantasy,ScottStewart,2011-05-13,2012-04-16,87.0
Hoodwinked Too! Hood Vs Evil,11.0,35.0,PG,kidsandfamily,MichaelD'Isa-Hogan,2011-04-29,2016-08-10,86.0
Sympathy For Delicious,33.0,40.0,R,drama,MarkRuffalo,,2011-08-23,96.0
The Bang Bang Club,49.0,60.0,R,drama,StevenSilver,2011-04-22,2016-11-22,109.0
The Best And The Brightest,26.0,30.0,R,comedy,JoshShelov,,2016-08-10,93.0
The Ward,33.0,27.0,R,horror,JohnCarpenter,,2016-11-18,88.0
Tracker,85.0,53.0,R,adventure,IanSharp,,2016-11-08,102.0
Meet Monica Velour,48.0,34.0,R,comedy,KeithBearden,2011-04-08,2015-11-25,97.0
Visions Of 8 - The Olympics Of Motion Picture Achievement,50.0,56.0,G,documentary,"MilosForman,KonIchikawa,ClaudeLelouch,YuriOzerov,ArthurPenn,MichelPfleghar,JohnSchlesinger,MaiZetterling",,2017-12-12,105.0
Cameraman: The Life And Work Of Jack Cardiff,97.0,91.0,NR,documentary,CraigMcCall,2011-05-13,2017-04-20,86.0
Something Borrowed,15.0,48.0,PG-13,romance,LukeGreenfield,2011-05-06,2013-02-01,112.0
The Beaver,62.0,55.0,PG-13,drama,JodieFoster,2011-05-06,2013-09-03,91.0
Henry's Crime,42.0,25.0,R,comedy,MalcolmVenville,2011-04-08,2016-03-30,108.0
Madea's Big Happy Family,38.0,74.0,PG-13,drama,TylerPerry,2011-04-22,2015-12-19,106.0
Poetry,100.0,86.0,NR,drama,Chang-dongLee,,2016-08-10,139.0
In A Better World,78.0,86.0,R,drama,SusanneBier,2011-04-01,2014-02-04,113.0
The High Cost Of Living,53.0,57.0,NR,drama,DeborahChow,,2016-08-10,92.0
I Will Follow,82.0,66.0,NR,drama,AvaDuVernay,,2016-08-10,88.0
Neds,94.0,71.0,NR,drama,PeterMullan,,2016-11-15,124.0
Wrecked,48.0,24.0,R,mysteryandthriller,MichaelGreenspan,2011-04-01,2016-09-27,91.0
Trollhunter,81.0,72.0,PG-13,adventure,AndréØvredal,2011-06-10,2017-01-03,103.0
Blitz,48.0,36.0,R,action,ElliottLester,,2017-05-22,93.0
Road To Nowhere,73.0,39.0,R,mysteryandthriller,MonteHellman,2011-06-10,2014-12-01,121.0
Bereavement,44.0,29.0,R,horror,StevanMena,,2017-03-16,103.0
If A Tree Falls: A Story Of The Earth Liberation Front,88.0,75.0,NR,biography,MarshallCurry,2011-06-22,2017-03-08,85.0
Win Win,94.0,85.0,R,drama,TomMcCarthy,2011-03-18,2015-11-25,106.0
POM Wonderful Presents: The Greatest Movie Ever Sold,72.0,64.0,PG-13,documentary,MorganSpurlock,2011-04-22,2012-04-16,86.0
Cold Fish,74.0,75.0,NR,drama,ShionSono,2011-08-05,2016-11-20,144.0
X: Night Of Vengeance,70.0,37.0,NR,mysteryandthriller,JonHewitt,2011-04-08,2017-04-12,
Phineas And Ferb The Movie: Across The 2nd Dimension,100.0,79.0,TVG,adventure,"RobertF.Hughes,DanPovenmire",,2016-08-31,90.0
Blossoms In The Dust,33.0,72.0,NR,biography,MervynLeRoy,,2013-12-03,100.0
Life During Wartime,68.0,48.0,R,drama,ToddSolondz,2010-07-23,2017-02-15,98.0
Jackboots On Whitehall,44.0,26.0,NR,animation,"EdwardMcHenry,RoryMcHenry",,2017-02-15,
The Perfect Game,57.0,70.0,PG,kidsandfamily,WilliamDear,2010-04-16,2017-04-17,118.0
Paul,70.0,62.0,R,scifi,GregMottola,2011-03-18,2016-01-05,104.0
Winter In Wartime,75.0,78.0,R,history,MartinKoolhoven,,2014-01-14,103.0
El Nino Pez (The Fish Child),80.0,46.0,NR,drama,LucíaPuenzo,,2015-02-10,96.0
Dear Lemon Lima,75.0,64.0,PG-13,comedy,SuziYoonessi,2011-03-04,2016-11-18,88.0
Last Night,53.0,46.0,R,drama,MassyTadjedin,2011-05-06,2017-07-01,92.0
Your Highness,28.0,34.0,R,adventure,DavidGordonGreen,2011-04-08,2016-05-23,102.0
Bodyguards And Assassins (Shi Yue Wei Cheng),57.0,71.0,NR,action,TeddyChan,,2017-05-22,139.0
Dylan Dog: Dead Of Night,7.0,29.0,PG-13,horror,KevinMunroe,2011-04-29,2013-01-01,107.0
Rio,72.0,71.0,G,animation,CarlosSaldanha,2011-04-15,2015-11-25,96.0
Yellowbrickroad,50.0,30.0,R,horror,"JesseHolland,AndyMitton",,2017-05-22,98.0
Cold Weather,78.0,52.0,NR,mysteryandthriller,AaronKatz,2011-02-04,2016-02-26,97.0
Gunless,40.0,64.0,NR,comedy,WilliamPhillips,,2016-11-18,89.0
Dream Home,76.0,60.0,NR,horror,Ho-CheungPang,,2016-05-05,96.0
Mars Needs Moms,37.0,40.0,PG,animation,SimonWells,2011-03-11,2015-11-23,88.0
Soul Surfer,45.0,75.0,PG,drama,SeanMcNamara,2011-04-08,2012-04-16,106.0
Jane Eyre,84.0,76.0,PG-13,drama,CaryJojiFukunaga,2011-03-11,2014-02-12,118.0
A Screaming Man,88.0,60.0,NR,drama,Mahamat-SalehHaroun,2011-04-13,2016-12-02,92.0
Jumping The Broom,58.0,58.0,PG-13,comedy,SalimAkil,,2014-02-12,108.0
Meek's Cutoff,86.0,54.0,PG,western,KellyReichardt,2011-04-08,2016-08-10,101.0
The Grace Card,36.0,82.0,PG-13,drama,DavidG.Evans,2011-02-25,2012-04-16,101.0
Outside The Law (Hors-la-loi),76.0,65.0,R,action,RachidBouchareb,,2017-02-04,138.0
Stake Land,74.0,62.0,R,horror,JimMickle,2011-04-22,2016-10-05,96.0
The Music Never Stopped,67.0,81.0,PG,drama,JimKohlberg,2011-03-18,2016-10-18,105.0
Exporting Raymond,72.0,67.0,PG,documentary,PhilRosenthal,2011-04-29,2014-02-25,86.0
Delhi Belly,88.0,82.0,NR,action,AbhinayDeo,2011-07-01,2017-12-09,103.0
Quarantine 2: Terminal,75.0,34.0,R,horror,JohnPogue,,2014-01-14,86.0
Damnation Alley,44.0,34.0,PG,scifi,JackSmight,,2014-06-01,91.0
Jalsaghar (The Music Room),100.0,92.0,NR,drama,SatyajitRay,,2016-08-10,100.0
Take Me Home Tonight,28.0,42.0,R,drama,MichaelDowse,2011-03-04,2011-07-18,89.0
Hearts Of The West (Hollywood Cowboy),88.0,43.0,PG,comedy,HowardZieff,,2012-04-16,102.0
Tekken,0.0,31.0,R,adventure,DwightH.Little,,2017-08-17,92.0
Desert Flower,50.0,72.0,R,biography,SherryHormann,2011-03-18,2017-03-23,124.0
Cracks,43.0,49.0,R,drama,JordanScott,2011-03-18,2016-07-01,104.0
Rango,88.0,69.0,PG,adventure,GoreVerbinski,2011-03-04,2014-06-06,105.0
Peep World,25.0,22.0,R,comedy,BarryW.Blaustein,2011-03-25,2016-11-30,89.0
Amer,79.0,54.0,NR,horror,"HélèneCattet,BrunoForzani",,2019-04-24,90.0
Con Artist,100.0,85.0,NR,documentary,MichaelSladek,,2016-11-20,84.0
Miral,17.0,54.0,PG-13,history,JulianSchnabel,2011-03-25,2017-04-01,106.0
The Lincoln Lawyer,83.0,82.0,R,crime,BradFurman,2011-03-18,2015-12-19,119.0
Oranges And Sunshine,69.0,70.0,R,history,JimLoach,2011-10-21,2016-08-10,105.0
Limitless,69.0,74.0,PG-13,action,NeilBurger,2011-03-18,2011-07-18,105.0
Heartbeats,73.0,71.0,NR,romance,XavierDolan,2011-02-25,2017-04-10,97.0
Uncle Boonmee Who Can Recall His Past Lives,89.0,61.0,NR,fantasy,ApichatpongWeerasethakul,2011-03-02,2017-03-10,114.0
Source Code,92.0,82.0,PG-13,scifi,DuncanJones,2011-04-01,2015-12-20,89.0
Arthur,27.0,44.0,PG-13,romance,JasonWiner,2011-04-08,2013-01-01,110.0
Race To Nowhere,71.0,71.0,PG-13,documentary,"VickiAbeles,JessicaCongdon",,2016-04-03,85.0
The Kids Grow Up,59.0,77.0,NR,documentary,DougBlock,,2016-12-13,90.0
Phil Ochs: There But For Fortune,97.0,78.0,NR,biography,KennethBowser,,2016-11-18,96.0
Potiche,83.0,61.0,R,comedy,FrançoisOzon,2011-03-25,2016-03-28,103.0
"Hey, Boo: Harper Lee And 'To Kill A Mockingbird'",78.0,81.0,NR,documentary,MaryMurphy,2011-05-13,2011-07-19,82.0
Trust,79.0,65.0,R,mysteryandthriller,DavidSchwimmer,2011-04-01,2017-04-26,106.0
Small Town Murder Songs,79.0,48.0,R,crime,EdGass-Donnelly,2011-05-27,2015-12-07,76.0
Machete Maidens Unleashed!,88.0,73.0,NR,history,MarkHartley,,2016-08-18,85.0
The Reef,80.0,41.0,R,horror,AndrewTraucki,,2016-11-01,84.0
Dumbstruck,72.0,78.0,PG,documentary,MarkGoffman,2011-04-22,2012-07-19,85.0
The Boy Friend,83.0,69.0,G,musical,KenRussell,,2014-07-07,136.0
Spine Tingler: The William Castle Story,100.0,89.0,NR,biography,JeffreySchwarz,,,82.0
Idiots And Angels,93.0,76.0,NR,animation,BillPlympton,,2017-05-16,78.0
Max Manus: Man Of War,79.0,83.0,NR,action,"JoachimRønning,EspenSandberg",,2016-06-17,118.0
White Lightnin',81.0,72.0,NR,drama,DominicMurphy,,2017-04-10,84.0
Sucker Punch,22.0,47.0,PG-13,fantasy,ZackSnyder,2011-03-25,2012-12-24,110.0
The Warrior's Way,31.0,47.0,R,fantasy,SngmooLee,2010-12-03,2011-06-23,100.0
Of Gods And Men,93.0,75.0,PG-13,drama,XavierBeauvois,2011-02-25,2014-03-09,122.0
Beastly,21.0,48.0,PG-13,fantasy,DanielBarnz,2011-03-04,2015-10-01,86.0
The Adjustment Bureau,71.0,67.0,PG-13,scifi,GeorgeNolfi,2011-03-04,2015-08-13,105.0
Elektra Luxx,24.0,19.0,R,comedy,SebastianGutierrez,2011-03-11,2016-04-19,98.0
BLAST!,67.0,,NR,documentary,PaulDevlin,,2016-11-05,74.0
The Eagle,39.0,41.0,PG-13,adventure,KevinMacdonald,2011-02-11,2014-02-12,114.0
Bloodworth,50.0,39.0,R,drama,ShaneDaxTaylor,2011-05-20,2012-04-16,105.0
Season Of The Witch,11.0,30.0,PG-13,adventure,DominicSena,2011-01-07,2011-06-23,95.0
Wake Wood,80.0,39.0,R,horror,DavidKeating,,2016-11-02,90.0
HappyThankYouMorePlease,42.0,60.0,R,drama,JoshRadnor,2011-03-04,2016-11-30,100.0
13 Assassins,95.0,88.0,R,adventure,TakashiMiike,2011-04-29,2017-01-07,126.0
"Orgasm, Inc.",86.0,56.0,NR,documentary,ElizabethCanner,,2017-02-18,73.0
Barney's Version,78.0,78.0,R,drama,RichardJ.Lewis,2011-01-14,2014-01-14,132.0
3 Backyards,76.0,29.0,R,drama,EricMendelsohn,2011-03-11,2016-07-07,87.0
The Desert Of Forbidden Art,89.0,88.0,NR,history,"TchavdarGeorgiev,AmandaPope",,2016-11-20,80.0
Unknown,54.0,55.0,PG-13,mysteryandthriller,JaumeCollet-Serra,2011-02-18,2012-11-21,113.0
Now & Later,25.0,44.0,NR,drama,PhilippeDiaz,2011-02-18,2011-06-21,100.0
Beneath Hill 60,86.0,77.0,R,action,JeremySims,,2016-11-22,117.0
Illegal,70.0,60.0,NR,drama,OlivierMasset-Depasse,2011-03-25,2020-07-26,90.0
Insidious,66.0,62.0,PG-13,horror,JamesWan,2011-04-01,2015-06-03,101.0
Hobo With A Shotgun,66.0,57.0,NR,adventure,JasonEisener,2011-05-06,2016-11-18,86.0
